imdb_id,title,title_uk,year,imdb_rating,votes,country,region,language,theme,genres,basis,thriller_tag,decade,note,description,imdb_url
tt2608224,The Butterfly's Dream,Сон метелика,2013,7.6,26340,Туреччина,Близький Схід і Африка,тур.,Музика та мистецтво,Biography; Drama; History; Romance,реальна історія,,2010-ті,,"Зонгулдак початку 1940-х, вугільне містечко на Чорному морі: двоє молодих поетів, Рюшту Онур і Музаффер Тайїп Услу, хворі на туберкульоз, пишуть вірші, працюють у шахтарській конторі й закохуються в одну дівчину. Йилмаз Ердоган зняв це в теплій, майже казковій манері й сам зіграв поета Бехчета Неджатіґіля, який їм допомагає; головні ролі — у Ківанча Татлитуга і Мерта Фирата. Туреччина висувала фільм на «Оскар» за найкращий іншомовний.",https://www.imdb.com/title/tt2608224/
tt2855648,Madras Cafe,Кафе «Мадрас»,2013,7.6,26785,Індія,Індія,гінді,Політика та історія,Action; Drama; Thriller,натхненний реальними подіями,так,2010-ті,,"Індійський розвідник Вікрам Сінгх їде на Шрі-Ланку наприкінці 1980-х, коли індійський контингент грузне у війні з тамільськими сепаратистами, і поступово натрапляє на слід змови проти колишнього прем'єра. Шуджіт Сіркар знімає це як сухий політичний трилер із брифінгами, явками й радіоперехопленням — без пісень і майже без романтики. Назви організацій змінено, хоча першоджерело впізнається одразу: 21 травня 1991-го Раджіва Ганді підірвала смертниця в Шріперумбудурі. У Тамілнаду прокат фільму фактично зірвали протести.",https://www.imdb.com/title/tt2855648/
tt3745620,Gods,Боги,2014,7.6,8360,Польща,Європа,пол.,Медицина та виживання,Biography; Drama,реальна історія,,2010-ті,,"Збіґнєв Реліга в середині 1980-х пробиває стіну: колеги вважають пересадку серця марнуванням ресурсів, міністерство не дає грошей, перші пацієнти помирають. Лукаш Палковський зосереджується на кількох роках до 5 листопада 1985-го, коли команда в Забжу зробила першу в Польщі вдалу трансплантацію. Томаш Кот грає хірурга грубим, самовпевненим і незручним для всіх довкола, а фінальний кадр відтворює знамените фото Джеймса Станфілда з виснаженим лікарем біля монітора. Головні призи фестивалю в Ґдині.",https://www.imdb.com/title/tt3745620/
tt2713180,Fury,Лють,2014,7.6,617699,США,США,англ.,Війна,Action; Drama; War,"реальне тло, вигадані герої",,2010-ті,,"Девід Еєр показує квітень 1945-го: нерівні бої «Шерманів» проти «Тигрів», фольксштурм із підлітками, повішених дезертирів, зачистки німецьких містечок. Екіпаж Дона «Вордеді» Кольєра і сам танк Fury вигадані. Знімали із єдиним у світі ходовим «Тигром» 131 із танкового музею в Бовінгтоні. Техніка й тактика відтворені точно, історія екіпажу — вигадана.",https://www.imdb.com/title/tt2713180/
tt2802154,Leviathan,Левіафан,2014,7.6,60540,Росія,Східна Європа,рос.,Політика та історія,Crime; Drama,"реальне тло, вигадані герої",,2010-ті,"Тло — сучасний політичний режим, а не окрема історична подія.","Андрій Звягінцев знімає в Териберці на Баренцовому морі історію про вилучення приватної землі під потреби мера. Автомеханік Коля, його дружина Ліля й адвокат Дмитро вигадані, хоча поштовхом став випадок американця Марвіна Гіммаєра. Приз Канн за сценарій, номінація на «Оскар» і гучний скандал удома. Тло тут — не завершена подія минулого, а чинний режим і його практики.",https://www.imdb.com/title/tt2802154/
tt3682448,Bridge of Spies,Шпигунський міст,2015,7.6,346748,"США, Німеччина",США,"англ., нім., рос.",Політика та історія,Drama; History; Thriller; War,реальна історія,так,2010-ті,,"1957 року нью-йоркському страховому адвокату Джеймсу Доновану доручають захищати радянського розвідника Рудольфа Абеля; через п'ять років він же їде в розділений Берлін вимінювати Абеля на збитого пілота U-2 Френсіса Ґері Пауерса. Спілберг знімає розмовний трилер: діалоги переписували брати Коени, і половина напруги — в переговорних кімнатах, а не на мосту. Марк Райленс отримав «Оскар» за роль Абеля, зіграну майже пошепки. Обмін 10 лютого 1962-го справді включав ще й студента Фредеріка Прайора.",https://www.imdb.com/title/tt3682448/
tt5286444,Neerja,Нірджа,2016,7.6,25315,Індія,Індія,"гінді, англ.",Катастрофа і виживання,Biography; Drama; Thriller,реальна історія,так,2010-ті,,"5 вересня 1986 року в Карачі четверо озброєних чоловіків захопили літак Pan Am 73; старша бортпровідниця Нірджа Бганот встигла попередити кабіну, ховала паспорти американців і загинула, прикриваючи трьох дітей, — за два дні до свого двадцятитриріччя. Рам Мадхвані тримає майже весь фільм у салоні, у ритмі сімнадцятигодинного захоплення, і паралельно показує домашнє життя героїні. Сонам Капур у головній ролі, Шабана Азмі — мати. Бганот посмертно отримала «Ашока Чакру», найвищу цивільну нагороду Індії за мужність.",https://www.imdb.com/title/tt5286444/
tt3721954,Maudie,Моді,2016,7.6,25984,Канада/Ірландія,Інше,англ.,Музика та мистецтво,Biography; Drama; Romance,реальна історія,,2010-ті,,"Мод Льюїс усе життя прожила в Новій Шотландії з артритом, що скрутив їй руки, а від 1938 року — в халупі три на чотири метри разом із рибним торговцем Евереттом, до якого найнялася хатньою робітницею. Ейслінг Волш знімає їхній шлюб як довге шорстке звикання двох незручних людей, а не як романс. Саллі Гокінс та Ітан Гоук грають майже без слів — поставою й руками. Розмальований Мод будиночок сьогодні стоїть у Художній галереї Нової Шотландії.",https://www.imdb.com/title/tt3721954/
tt3829920,Only the Brave,Тільки хоробрі,2017,7.6,93414,США,США,англ.,Катастрофа і виживання,Action; Biography; Drama,реальна історія,,2010-ті,,"Загін Granite Mountain Hotshots із Прескотта в Аризоні під керівництвом Еріка Марша став першою муніципальною бригадою, атестованою на найвищий рівень гасіння лісових пожеж; 30 червня 2013-го на пожежі Ярнелл-Гілл загинули 19 із 20 його бійців. Джозеф Косінскі більшу частину фільму віддає рутині — вирубуванню просік, контрольованим підпалам, сімейним сваркам у міжсезоння. Джош Бролін грає Марша, Майлз Теллер — новачка Брендана Макдонафа, єдиного, хто вижив.",https://www.imdb.com/title/tt3829920/
tt6788942,Bad Genius,Погані генії,2017,7.6,25748,Таїланд,Східна Азія,"тайська, англ.",Соціальна драма,Comedy; Crime; Drama; Thriller,натхненний реальними подіями,так,2010-ті,,"Лінн, відмінниця на стипендії в дорогій бангкокській школі, спершу підказує подрузі, а далі будує бізнес: код пальцями на іспиті, потім переліт до Сіднея, щоб через різницю часових поясів передати відповіді назад у Таїланд. В основі — скандал 2014 року, коли College Board анулював результати SAT в Азії саме через таку схему. Наттавут Пунпірія знімає списування як пограбування банку: секундоміри, паралельний монтаж, ударні на саундтреку. Головну роль зіграла дебютантка Чутімон Чуенгчароенсукін.",https://www.imdb.com/title/tt6788942/
tt7048622,The Insult,«Образа»,2017,7.6,19224,Ліван / Франція,Близький Схід і Африка,араб.,Суд і журналістика,Crime; Drama; Thriller,"реальне тло, вигадані герої",так,2010-ті,,"Зіад Дуейрі виводить побутову сварку через тріснуту ринву на рівень національного судового процесу, який паралізує Бейрут. Ліванський християнин Тоні й палестинський біженець Ясер доходять до найвищої інстанції, де з'ясовується, що обидва пережили масові вбивства з різних боків. Каміль Салама отримав кубок Вольпі у Венеції, фільм номінований на «Оскар». Дамур і Тель-аз-Заатар реальні, справа вигадана.",https://www.imdb.com/title/tt7048622/
tt6484982,Newton,«Ньютон»,2017,7.6,22579,Індія,Індія,гінді,Політика та історія,Comedy; Drama,"реальне тло, вигадані герої",,2010-ті,,"Амір Масурі знімає майже абсурдистську комедію про день голосування в селі, куди виборчу комісію ведуть під охороною спецпризначенців. Молодий клерк, що назвався Ньютоном, вимагає провести вибори за буквою закону там, де немає ані виборців, ані бажання держави. Індійська заявка на «Оскар» і приз секції Panorama Берлінале. Конфлікт держави з маоїстами й фіктивна явка задокументовані; Ньютон та його дільниця вигадані.",https://www.imdb.com/title/tt6484982/
tt6155172,Roma,Рома,2018,7.6,179463,Мексика,Латинська Америка,"ісп., міштекська",Автобіографія,Drama,натхненний реальними подіями,,2010-ті,,"Альфонсо Куарон відтворює рік із власного дитинства в районі Рома-Норте: 1970–1971-й, коли від родини пішов батько, а дім тримала няня-міштечка Клео, списана з Лібо Родріґес, якій фільм і присвячено. Камеру Куарон вів сам — чорно-біле 65-міліметрове зображення, довгі панорами, майже жодного крупного плану. Історія вривається в побут 10 червня 1971 року, коли воєнізовані «яструби» розстрілювали студентів на вулицях: різанина Корпус-Крісті. Три «Оскари», зокрема за режисуру й операторську роботу.",https://www.imdb.com/title/tt6155172/
tt6452574,Sanju,Санджу,2018,7.6,68085,Індія,Індія,гінді,Музика та мистецтво,Biography; Comedy; Drama,реальна історія,,2010-ті,Фільм знято за участі самого Санджая Датта і критикували як спробу відбілювання: провину за наркотики та зброю перекладено на пресу й оточення.,"Раджкумар Хірані будує байопік Санджая Датта як сповідь письменникові: наркозалежність кінця 1980-х, смерть матері Наргіс, арешт 1993 року за незаконне зберігання АК-56, отриманого від людей, причетних до бомбейських вибухів, і роки судів аж до вироку 2013-го. Ранбір Капур відтворює пластику й голос актора майже покадрово. Критики закидали фільмові вибілювання: він наполегливо подає Датта жертвою поганого оточення і преси, а незручні епізоди обминає.",https://www.imdb.com/title/tt6452574/
tt7832124,Muslum,Мюслюм,2018,7.6,21931,Туреччина,Близький Схід і Африка,турецька,Музика та мистецтво,Biography; Drama; Music; Romance,реальна історія,,2010-ті,,"Мюслюм Ґюрсес виріс у злиднях на півдні Туреччини, рано втратив матір, терпів жорстокого батька — і став голосом арабеску, на чиїх концертах слухачі різали себе лезами від надміру почуттів. Кетче і Джан Улькай ведуть біографію через десятиліття й через шлюб із Мухтерем, яка лишалася поруч до кінця. Тимучин Есен майже не грає зовнішньої подібності, тримаючись на голосі й поставі. У турецькому прокаті 2018-го фільм зібрав найбільше глядачів з-поміж усіх.",https://www.imdb.com/title/tt7832124/
tt5461944,Hotel Mumbai,Готель «Мумбаї»,2018,7.6,80205,Австралія / США / Індія,Австралія і Океанія,"англ., гінді",Катастрофа і виживання,Action; Drama; History; Thriller,реальна історія,так,2010-ті,,"26 листопада 2008 року десятеро бойовиків атакували Мумбаї одразу в кількох точках; облога готелю «Тадж-Магал Палас» тривала майже три доби. Ентоні Марас не виходить за стіни будівлі й веде історію переважно очима персоналу, який залишився з гостями, зокрема шеф-кухаря Геманта Обероя. Дев Патель грає офіціанта, зібраного з кількох реальних працівників, а головна пружина напруги теж документальна: спецпризначенці летіли з Делі й прибули лише через багато годин.",https://www.imdb.com/title/tt5461944/
tt6826438,Parmanu: The Story of Pokhran,Пармана: Історія Похрана,2018,7.6,26832,Індія,Індія,гінді,Наука і технології,Drama; History; Thriller; Action,натхненний реальними подіями,так,2010-ті,,"Травень 1998-го: Індія за кілька днів провела п'ять підземних ядерних вибухів у пустелі під Похраном — так, щоб американські супутники нічого не помітили заздалегідь. Абхішек Шарма робить із цього шпигунський трилер: чиновник Ашвата Рейна (Джон Абрахам) збирає групу з п'яти фахівців, які возять обладнання ночами й видають себе за військових. Напруга будується на розкладі прольотів супутників. Головний герой вигаданий, а реальні керівники програми, Абдул Калам і Р. Чідамбарам, у кадрі майже відсутні.",https://www.imdb.com/title/tt6826438/
tt8404614,The Two Popes,Два Папи,2019,7.6,147754,Велика Британія / Італія / Аргентина,Британія та Ірландія,"англ., ісп., італ.",Політика та історія,Biography; Drama,натхненний реальними подіями,,2010-ті,"Розмови Бенедикта XVI й Берґольйо повністю вигадані сценаристом; зустрічі в такому форматі не відбувалися, а політичні погляди обох понтифіків спрощено.","У 2013 році Бенедикт XVI став першим за майже шістсот років папою, який зрікся престолу, а конклав обрав аргентинця Хорхе Берґольйо. Фернандо Мейреллеш і сценарист Ентоні Маккартен вигадують серію приватних розмов між ними у Кастель-Гандольфо й Сикстинській капелі — таких зустрічей насправді не було. Ентоні Гопкінс і Джонатан Прайс перетворюють це на діалог двох способів бути церквою; окремою лінією йде минуле Берґольйо за часів аргентинської хунти.",https://www.imdb.com/title/tt8404614/
tt4916630,Just Mercy,Просто помилуй,2019,7.6,85698,США,США,англ.,Суд і журналістика,Biography; Crime; Drama,реальна історія,,2010-ті,,"Монровілль, штат Алабама — містечко, де виросла Гарпер Лі, — 1988 року засудило до страти Волтера Макміллана за вбивство, попри десятки свідків, які бачили його в іншому місці. Дестін Деніел Креттон екранізував мемуари адвоката Браяна Стівенсона, засновника Equal Justice Initiative, який домігся скасування вироку 1993-го. Майкл Б. Джордан і Джеймі Фокс грають стримано, без промов на публіку. Окремо тримається лінія Герберта Річардсона, ветерана В'єтнаму з сусідньої камери, у виконанні Роба Морґана.",https://www.imdb.com/title/tt4916630/
tt7533152,The Boy Who Harnessed the Wind,"Хлопчик, який приборкав вітер",2019,7.6,53333,Велика Британія / Малаві,Британія та Ірландія,"чичева, англ.",Наука і технології,Biography; Drama; History,реальна історія,,2010-ті,,"Село Вімбе, Малаві, 2001 рік: посуха й голод, родині нічим платити за школу, і чотирнадцятирічний Вільям Камквамба потай пробирається до шкільної бібліотеки, де знаходить підручник про використання енергії. З велосипедного динамо, пластикових труб і брухту з покинутого трактора він збирає вітряк, що качає воду на поле. Чіветел Еджіофор дебютував тут як режисер і сам зіграв батька, знімали в Малаві мовою чичева. Максвелл Сімба в головній ролі — теж дебютант.",https://www.imdb.com/title/tt7533152/
tt9071322,Dark Waters,Темні води,2019,7.6,123064,США,США,англ.,Суд і журналістика,Biography; Drama; History; Thriller,реальна історія,так,2010-ті,,"1998 року фермер Вілбур Теннант із Паркерсбурга у Західній Вірджинії привіз корпоративному юристові Робу Білотту касети з мертвою худобою — і той відкрив справу проти компанії з кола власних клієнтів, DuPont, через скид PFOA у воду. Тодд Гейнс знімає похмуро й буденно: коробки з паперами, аналізи крові десятків тисяч мешканців, роки очікування. Марк Руффало грає без героїчних жестів. Позови тривають досі, а PFOA виявляють у крові майже всіх американців.",https://www.imdb.com/title/tt9071322/
tt9179230,"Held for Ransom (Ser du manen, Daniel)","Ти бачиш місяць, Даніелю?",2019,7.6,5692,Данія / Норвегія / Швеція,Європа,"дан., англ., араб.",Катастрофа і виживання,Biography; Drama; Thriller; War,реальна історія,так,2010-ті,,"Данського фотографа Даніеля Рюе викрали в Сирії 2013 року; він провів у полоні «Ісламської держави» 398 днів, сидів в одній камері з американським журналістом Джеймсом Фолі й вийшов на волю після виплати викупу. Нільс Арден Оплев і Андерс В. Бертельсен ведуть дві лінії паралельно — камеру в Сирії та перемовника, який працює з родиною в Данії. Знято за книжкою журналістки Пук Дамсґорд; екшену тут майже немає, головна дія — телефонні переговори й очікування.",https://www.imdb.com/title/tt9179230/
tt15301048,"Argentina, 1985","Аргентина, 1985",2022,7.6,36824,Аргентина,Латинська Америка,ісп.,Суд і журналістика,Biography; Crime; Drama; History,реальна історія,,2020-ті,,"1985 року, всього через два роки після падіння диктатури, цивільний суд у Буенос-Айресі судив дев'ятьох членів військових хунт за викрадення, тортури й убивства. Прокурор Хуліо Страссера (Рікардо Дарін) і його заступник Луїс Морено Окампо (Петер Ланцані) зібрали команду з молодих юристів, бо досвідчені боялися, і за кілька місяців вислухали сотні свідків. Сантьяґо Мітре чергує рутинну процедурну роботу з погрозами, що надходили щодня. «Золотий глобус» за іншомовний фільм і номінація на «Оскар».",https://www.imdb.com/title/tt15301048/
tt11813216,The Banshees of Inisherin,«Банші Інішеріна»,2022,7.6,299712,Ірландія / Велика Британія / США,Британія та Ірландія,англ.,Соціальна драма,Comedy; Drama,"реальне тло, вигадані герої",,2020-ті,"війна присутня як алегоричне тло, а не як предмет фільму","Мартін Мак-Дона ставить притчу про безпричинну ворожнечу: Колм раптом припиняє дружити з Падрайком і погрожує відрізати собі пальці, якщо той бодай заговорить. За протокою гримлять вибухи громадянської війни, і жоден із героїв не знає до пуття, хто там із ким воює. Дев'ять номінацій на «Оскар» і чотири «Золоті глобуси». Війна 1922–1923 років реальна, острів і всі мешканці вигадані.",https://www.imdb.com/title/tt11813216/
tt7599146,Sound of Freedom,Звук свободи,2023,7.6,139084,США,США,англ.,Кримінал,Action; Biography; Crime; Drama,натхненний реальними подіями,,2020-ті,"Твердження Тіма Балларда та його організації OUR ставили під сумнів журналістські розслідування, а самого Балларда звинуватили у зловживаннях; фільм критикують за поширення міфів про торгівлю дітьми.","Тім Баллард пішов із Міністерства внутрішньої безпеки США і заснував Operation Underground Railroad — організацію, що проводить рейди проти торгівлі дітьми в Латинській Америці. Алехандро Монтеверде знімає це як бойовик-порятунок із Джимом Кевізелом у головній ролі; фільм пролежав на полиці п'ять років і завдяки краудфандинговому прокату зібрав понад 180 мільйонів доларів. Журналісти й фахівці з протидії торгівлі людьми оскаржували і наведену статистику, і центральну операцію в Колумбії, а самого Балларда згодом змусили піти з організації.",https://www.imdb.com/title/tt7599146/
tt25274786,Kannur Squad,Загін Каннур,2023,7.6,12600,Індія,Індія,малаялам,Кримінал,Action; Crime; Drama,натхненний реальними подіями,,2020-ті,,"Реальний загін поліції Керали з округу Каннур — дев'ятеро офіцерів, які їздять по всій країні за фігурантами місцевих справ — став основою для дебюту Робі Варґезе Раджа. У фільмі команда ASI Джорджа Мартіна розкручує пограбування й убивство підприємця-емігранта в Касарґоді, і слід тягне їх через кілька штатів аж до непальського кордону. Сценаристи говорили зі справжніми членами загону. Мамутті грає буденно, без героїчних виходів: тут більше нічних переїздів і чекання, ніж пострілів.",https://www.imdb.com/title/tt25274786/
tt28479262,Sing Sing,Сінг-Сінг,2023,7.6,30543,США,США,англ.,Соціальна драма,Drama,реальна історія,,2020-ті,,"У Сінг-Сінгу з 1990-х працює театральна програма RTA, і саме її випускники грають тут майже всі ролі — Кларенс Маклін, який сам відсидів у цій тюрмі, зіграв себе. Ґреґ Кведар відштовхується від статті в Esquire та реальної постановки Брента Б'юелла, де змішалися Шекспір, гладіатори, ковбої та єгипетська мумія. Колман Домінго веде роль Джона «Дівайна Джі» Вітфілда, який доводить свою невинуватість і водночас утримує трупу вкупі. Актори й знімальна група працювали за однакову ставку з часткою від прибутку.",https://www.imdb.com/title/tt28479262/
tt14225838,Io Capitano,Я — капітан,2023,7.6,18279,Італія/Бельгія,Європа,вольоф/франц./італ.,Соціальна драма,Adventure; Drama,реальна історія,,2020-ті,,"Шістнадцятирічні Сейду й Мусса вирушають із Дакара до Європи через Нігер, Сахару й лівійські катівні контрабандистів — маршрут складено зі свідчень реальних мігрантів, зокрема Мамаду Куассі та Фофани Амари, які працювали консультантами. Маттео Ґарроне знімає це майже як казкову подорож, із насиченим кольором замість документальної сірості, і саму Європу не показує зовсім. Сейду Сарр отримав у Венеції приз Марчелло Мастроянні, Ґарроне — «Срібного лева» за режисуру.",https://www.imdb.com/title/tt14225838/
tt27367464,Kneecap,Kneecap,2024,7.6,25792,Ірландія / Велика Британія,Британія та Ірландія,"ірл., англ.",Музика та мистецтво,Comedy; Drama; Music,натхненний реальними подіями,,2020-ті,,"Троє з Белфаста — Моґлаї Бап, Мо Хара і вчитель музики, що виступає в балаклаві під іменем DJ Próvaí, — грають самих себе в напіввигаданій версії того, як почали читати реп ірландською. Річ Пеппіат знімає це швидко й нахабно: наркотики, поліція, сектантські розбірки й кампанія за офіційний статус ірландської мови в Північній Ірландії. Перша повнометражна ірландськомовна стрічка в конкурсі «Санденсу», де вона взяла приз глядацьких симпатій. Майкл Фассбендер грає батька-республіканця, який переховується.",https://www.imdb.com/title/tt27367464/
tt32916440,Marty Supreme,Марті Суприм,2025,7.6,213684,США,США,англ.,Спорт,Comedy; Drama; Sport; Thriller,натхненний реальними подіями,так,2020-ті,,"Марті Райсман на прізвисько «Голка» у 1940–50-х вигравав турніри й обігравав людей на гроші в нью-йоркських пінг-понгових залах, коли цей спорт у США не давав ані грошей, ані поваги. Джош Сафді не робить біографії: його героя звати Марті Маузер, і живе він за логікою Райсманових мемуарів, а не за хронологією його життя. Тімоті Шаламе грає одержимість без жодної паузи, у звичному для Сафді ритмі нервової гонитви.",https://www.imdb.com/title/tt32916440/
tt15097358,Bison Kaalamaadan,Бізон,2025,7.6,7946,Індія,Індія,тамільська,Спорт,Action; Biography; Drama; Sport,реальна історія,,2020-ті,,"Кабадді-гравець Манаті Ганесан виріс у сільському Тамілнаду, де сутички між сусідніми селами на кастовому ґрунті були частиною побуту, і все ж пробився до національної збірної. Марі Сельварадж називає героя Кіттаном і показує спорт як єдиний спосіб вийти з насильства, у яке того втягують від народження. Дгрув Вікрам грає майже без слів, здебільшого тілом; знімали в Діндіґулі та Раджапалаямі, і фільм мав сильний прокат.",https://www.imdb.com/title/tt15097358/
tt0099776,Europa Europa,"Європа, Європа",1990,7.5,18765,Німеччина / Франція / Польща,Європа,"нім., рос., польськ.",Голокост,Drama; History; War,реальна історія,,1990-ті,,"Соломон Перель, німецький єврей 1925 року народження, після втечі з Польщі вижив, видавши себе за етнічного німця Йозефа Петерса: служив перекладачем у вермахті й потрапив до елітної школи гітлер'юґенду в Брауншвейзі. Агнєшка Голланд екранізувала його мемуари, тримаючи інтонацію гіркої іронії — герой щодня боїться викриття в роздягальні. Фільм здобув «Золотий глобус», але Німеччина не висунула його на «Оскар», що спричинило гучний скандал. Справжній Перель з'являється у фіналі.",https://www.imdb.com/title/tt0099776/
tt0103110,Tous les matins du monde,Усі ранки світу,1991,7.5,8523,Франція,Європа,франц.,Музика та мистецтво,Biography; Drama; History; Music; Romance,натхненний реальними подіями,,1990-ті,Про життя Сент-Коломба збереглося майже нічого; фабула великою мірою вигадана Паскалем Кіньяром у повісті-першоджерелі.,"Наприкінці XVII століття віольний майстер Сент-Коломб замикається в жалобі за померлою дружиною, а до нього в учні напрошується честолюбний Марен Маре (1656–1728), майбутній придворний музикант Людовіка XIV. Ален Корно зняв стриманий фільм про ціну, яку мистецтво бере з людини, майже без музичного пафосу. Музику виконує ансамбль Жорді Саваля, у ролях — Жан-П'єр Марієль, Жерар Депардьє та його син Гійом. Сім премій «Сезар», зокрема за найкращий фільм.",https://www.imdb.com/title/tt0103110/
tt0103939,Chaplin,Чаплін,1992,7.5,66070,Велика Британія / США / Франція / Італія,Британія та Ірландія,англ.,Музика та мистецтво,Biography; Comedy; Drama,реальна історія,,1990-ті,"Рамкова оповідь із редактором-біографом вигадана, а стосунки й хронологію подій помітно ущільнено.","Річард Аттенборо простежує вісім десятиліть життя Чарлі Чапліна (1889–1977): мюзик-хол, студія Кістоуна, слава Бродяги, полювання ФБР, від’їзд із США 1952 року й почесний «Оскар» 1972-го. Роберт Дауні-молодший вивчив пантоміму та гру на скрипці лівою рукою і дістав номінацію на «Оскар», а Джералдін Чаплін зіграла власну бабусю Ханну. Сценарій спирається на автобіографію Чапліна та біографію Девіда Робінсона.",https://www.imdb.com/title/tt0103939/
tt0108002,Rudy,Руді,1993,7.5,75519,США,США,англ.,Спорт,Biography; Drama; History; Sport,реальна історія,,1990-ті,Тренер Ден Дівайн насправді сам запропонував випустити Рюттіґера — його опір у фільмі вигаданий.,"Деніел «Руді» Рюттіґер із робітничої родини в Джольєті мріяв грати за «Нотр-Дам»: із дислексією, зростом 165 сантиметрів і слабкими оцінками він два роки провчився в сусідньому коледжі, перш ніж вступити й потрапити до тренувального складу. 8 листопада 1975 року його випустили на поле в останніх секундах сезону, він збив квотербека, і одноклубники винесли його на руках. Девід Анспо знімав у самому кампусі Нотр-Дама, головну роль зіграв Шон Естін.",https://www.imdb.com/title/tt0108002/
tt0108211,Stalingrad,Сталінград,1993,7.5,39596,Німеччина,Європа,нім.,Війна,Drama; History; War,"реальне тло, вигадані герої",,1990-ті,,"Йозеф Фільсмаєр веде взвод лейтенанта Вітцланда від італійського курорту до котла на Волзі, де від дисципліни не лишається нічого. Солдати вигадані, а хронологія оточення, голод і розстріли за дезертирство спираються на щоденники учасників. Один із найдорожчих німецьких фільмів свого часу; знімали в Чехії та Фінляндії.",https://www.imdb.com/title/tt0108211/
tt0110932,Quiz Show,Телевікторина,1994,7.5,78346,США,США,англ.,Суд і журналістика,Biography; Drama; History,реальна історія,,1990-ті,"Хронологію ущільнено, а слідчий Річард Ґудвін у фільмі має більшу вагу, ніж мав насправді.","У 1958 році телеканал NBC змусив чемпіона Герба Стемпеля програти Чарльзу Ван Дорену, викладачеві Колумбійського університету з відомої літературної родини; підказки давали обом. Слідчий Конгресу Річард Ґудвін розкрутив справу до слухань 1959 року, де Ван Дорен зізнався. Роберт Редфорд зняв це як історію про спокусу респектабельністю; Рейф Файнс, Джон Туртурро і Пол Скофілд у головних ролях, чотири номінації на «Оскар». Роль Ґудвіна у фільмі помітно збільшена.",https://www.imdb.com/title/tt0110932/
tt0109206,Bandit Queen,Королева бандитів,1994,7.5,5921,Індія,Індія,гінді,Кримінал,Action; Biography; Crime; Drama; History,реальна історія,,1990-ті,Сама Пхулан Деві заперечувала достовірність низки епізодів і судилася з творцями; в Індії фільм тимчасово забороняли.,"Пхулан Деві (1963–2001) — жінка з низької касти маллах з Уттар-Прадешу, яку дитиною видали заміж, зґвалтували й вигнали з села; вона очолила банду дакойтів і стала головною підозрюваною в убивстві 22 тхакурів у Бехмаї 1981 року, здалася владі 1983-го, а згодом була обрана до парламенту. Шекхар Капур зняв демонстративно жорсткий фільм за книжкою Мали Сен. Сіма Бісвас у головній ролі; прем'єра в Каннах спричинила міжнародний резонанс.",https://www.imdb.com/title/tt0109206/
tt0110322,Legends of the Fall,Легенди осені,1994,7.5,201850,США,США,англ.,Війна,Drama; Romance; War; Western,"реальне тло, вигадані герої",,1990-ті,Історичний фон радше декоративний — це передусім родинна сага.,"Троє синів полковника Ладлоу йдуть добровольцями на фронт, і загибель молодшого руйнує родину на десятиліття. Ладлоу вигадані, натомість окопи 1914 року, бутлегерство і корупція часів «сухого закону» — реальне тло. Бред Пітт у ролі Трістана; «Оскар» Джона Толла за операторську роботу. Основа сценарію — повість Джима Гаррісона.",https://www.imdb.com/title/tt0110322/
tt0112818,Dead Man Walking,Мертвець іде,1995,7.5,109286,США,США,англ.,Соціальна драма,Crime; Drama,реальна історія,,1990-ті,Засуджений Понселе — вигаданий композит двох реальних смертників; сестра Прежан і її досвід показані документально.,"Фільм за мемуарами сестри Прежан 1993 року: черниця стає духовною радницею вбивці, не виправдовуючи його і не відвертаючись від родин загиблих підлітків. Тім Роббінс поставив картину так, щоб глядач бачив і злочин, і ін'єкцію. Сьюзен Сарандон отримала «Оскар», Шон Пенн — номінацію. Метью Понселе — збірний персонаж, зліплений із двох реальних в'язнів, яким Прежан допомагала: Елмо Патріка Соньє і Роберта Лі Віллі.",https://www.imdb.com/title/tt0112818/
